3,BL_0,BL_1,BL_2,BL_3,BL_4,BL_5,BL_6,BL_7,BL_8,BL_9,BL_10,BL_11,BL_12,BL_13,BL_14,BL_15,BL_16,BL_17,BL_18,BL_19,BL_20,BL_21,BL_22,BL_23,BL_24,BL_25,BL_26,BL_27,BL_28,BL_29,BL_30,BL_31
WL_97,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_97,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_97,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_97,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_97,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_97,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_97,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_97,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_97,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
WL_98,2942.775856984943,2945.3954801052746,2956.683572629237,2913.4230197069496,2960.999136413694,2940.026188887499,2969.919952987214,2927.054363462289,2973.6782057557266,2925.392485956671,2928.0116937797297,2945.080729537556,2851.716764714135,2927.0088473685487,3448.6346780375707,2954.909823165181,2928.7682085174997,2932.613666481933,2918.4084422953347,2928.405739679599,2936.088182814746,2946.6270168545666,2878.1425359224754,2894.935502112467,2910.393310260064,2967.654955047113,2717.2834141952635,2719.0054121600874,2954.6564315237374,2940.7075453645016,2939.526667816161,2965.7970695575427
